video,lang,link,time_start,time_end,slo,eng
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:05:34,996","00:05:40,981","denimo mi, ko smo objavili, da bomo danes gostili skupino Joker Out v našem studiu so družbena omrežja pogorela.","for example, when we posted that we're going to host Joker Out in our studio today, social media went on fire."
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:05:40,981","00:05:43,234","Zdaj, kako naporno je to, a ne?","Now, how tiring is it, right?"
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:05:43,234","00:05:49,650","Vemo tudi, da pač po koncertih si vzamete čas za oboževalce, da se po 3 ure tudi fotografirate z njimi.",It's known that after concerts you take time for your fans and spend even 3 hours to take pictures with them.
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:05:49,995","00:05:51,730",Se je že zgodilo ja.,"It has happened, yes."
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:05:52,120","00:05:55,687","Mislim, radi si vzamemo čas za ljudi, ki nas podpirajo,","I mean, we like to take time for people, who support us,"
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:05:55,687","00:06:00,370","saj zaradi njih na koncu koncev imamo možnost sploh koncertirati, pa pač delati to, kar radi delamo.","because, after all, it's thanks to them that we have the opportunity to perform at all, to do what we love."
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:06:01,140","00:06:03,150",Ni vedno popolnoma izvedljivo.,It is not always entirely possible.
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:06:03,830","00:06:09,460","Ker zdaj sploh poleti se nam je dogajalo, da smo imeli po 3, 4 koncerte zapored in","Because now, even in the summer, it happened that we had 3, 4 concerts in a row and"
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:06:09,460","00:06:17,350","iskreno nisi vedno tudi najbolj pri zdravju in tako naprej, tako da po koncertu, včasih paše pod tuš pa domov ne, saj.","honestly, you're not always the most healthy and so on, so after a concert, sometimes it's good to have a shower and to go home, you know."
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:06:18,170","00:06:21,812",Ja na albumu sta tudi dva komada v srbskem jeziku ... - Ja.,"Yes, there are also two songs in Serbian on the album... - Yes."
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:06:21,812","00:06:25,280","In vemo, da bi radi tudi prodrli na Balkan, ne.","And we know you want to make it into the Balkans, right?"
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:06:25,699","00:06:27,281",Kdaj se bo to zgodilo?,When will this happen?
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:06:27,281","00:06:29,190","Po Stožicah, naslednje leto?","After Stožice, next year?"
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:06:31,300","00:06:34,952","Po mojem da nismo mi uni, ki bodo odločali kdaj se prodre na Balkan,","I don't think we are the ones to decide when to make it into the Balkans,"
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:06:34,952","00:06:37,770","ampak mi bomo definitivno že oktobra, probali.",but we will definitely try in October.
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:06:37,770","00:06:40,442","Se mi zdi, da takrat izide prvi srbski videospot.",I think that's when the first Serbian music video gets released.
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:06:40,442","00:06:43,579","Takrat se bo zgodil prvi puš, pa da vidimo, kaj se zgodi.","That's when the first push will start, so let's see what happens."
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:06:43,579","00:06:49,198","Drugače pa se mi zdi, da je že neko zanimanje, da bi nastopali tudi na nekih festivalih dol naslednje leto,","Otherwise, I think there's already some interest in doing some festivals in the Balkans next year,"
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:06:49,198","00:06:51,720","kar je zelo dobro, zelo dober obet, no.","which is a very, very good prospect, right?"
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:06:53,095","00:06:54,480",Vam diši Balkan?,Are you tempted by (performing in) the Balkans?
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:06:55,190","00:06:55,960","Ja, zelo.","Yes, a lot."
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:06:57,300","00:07:01,704","Zdaj, ko smo na Exitu igral v novem sadu julija, je bilo zelo prijetno,","Now that we've played at Exit in Novi Sad in July*, it was very pleasant,"
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:07:01,704","00:07:07,965","se mi zdi, da smo se z unimi Srbi, ki smo se spoznali, smo v bistvu zelo pozitiven vtis dobili","I think that from the Serbians that we met, we actually got a very positive impression"
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:07:07,965","00:07:11,625","in po mojem, da je lahko to samo dobra napotnica za naprej.",and I think that can only be a good indicator for the future.
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:07:12,000","00:07:14,757","Ja, seveda, najprej vas bomo videli v Križankah,","Yes, of course, we'll see you first in Križanke*,"
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:07:14,757","00:07:18,563","potem naslednje leto pa napadate Stožice, ne.","then, next year, you're taking on Stožice, right?"
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:07:18,563","00:07:23,989","Zdaj dvema rokerskima skupinama v Sloveniji je uspelo napolniti, Siddarthi pa Big Foot Mama.","Until now, only two rock bands in Slovenia have managed to fill it up, Siddartha and Big Foot Mama."
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:07:23,989","00:07:31,510","Zdaj se vam zdi, da ste si prehitro zadali ta izziv ali v bistvu se vam zdi, da je prav, da ste ambiciozni?","Now, do you feel that you have accepted this challenge too quickly, or do you feel that it is in fact right to be ambitious?"
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:07:33,500","00:07:40,471","Načeloma ko smo se lotili Cvetličarne, se nam je zdelo, pa marsikomu drugemu, da smo se prehitelo Cvetličarne,","Basically, when we started with Cvetličarna, it seemed to us, and to many others, that we tackled Cvetličarna too soon,"
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:07:40,471","00:07:42,324",pa smo pol naredili dve Cvetličarni.,and we then did two Cvetličarnas.
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:07:42,324","00:07:44,813",Križanke so bile nekako logičen premik.,Križanke was a somewhat logical move.
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:07:44,813","00:07:48,208","Zdaj te Stožice, so pa spet en tak velik skok, ne,","Now Stožice, it's another big leap, right,"
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:07:48,208","00:07:50,690","ampak iskreno se nam zdi, da",but we honestly feel that
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:07:50,690","00:07:56,512","se ga ne smemo bati zaradi tega, ker smo res letos oddelali praktično celo Slovenijo s koncerti,","we shouldn't be afraid of it because we have practically covered the whole of Slovenia with concerts this year,"
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:07:56,512","00:08:03,840",res smo imeli več kot 50 koncertov in to bo v resnici samo ena velika zabavica pod eno streho.,we actually had more than 50 concerts and it's really just going to be one big party under one roof.
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:08:04,520","00:08:08,570","Kjer se bomo zbrali vsi, namesto da se na 50 koncertih dobimo, se bomo dobili na enem.","Where we all get together, instead of having 50 concerts, we have one."
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:08:09,320","00:08:10,633",Pa je stvar rešena. - Ja.,Matter solved. - Yes.
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:08:10,633","00:08:19,300","Ja, prej smo že rekli par besed o vaših oboževalkah, ampak zanima me, a veste razpon, starostni, vaših oboževalk?","Yes, we said a few words earlier about your fan base, but I was wondering, do you know the age range of it?"
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:08:19,710","00:08:21,957",Zelo je širok ta razpon.,It is a very wide range.
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:08:22,580","00:08:26,320","Nekako se gibljemo v tem, bom rekel glavnem krogu med","We are somehow within this, I will say, main range between"
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:08:26,960","00:08:38,770","15 pa do 27, 26 let. Potem je taka ena manjša luknja do 31, 32, potem pa se spet odpre.","15 and 27, 26 years old. Then there is one small gap until 31, 32, and then it opens again."
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:08:39,174","00:08:44,490","Samo ne pozabit, da v bistvu imamo tudi precej močno bazo tudi v mlajših od 15.",Just remember that we actually have a pretty solid under-15 base as well.
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:08:44,490","00:08:46,293",Absolutno.,Absolutely.
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:08:46,541","00:08:47,120",Res je.,It's true.
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:08:47,120","00:08:51,720","To pa po mojem da tudi že 2, 3 leta kakšen... kdo že zapel kakšen naš komad.","I think even 2, 3 year olds... sang a song of ours."
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:08:52,268","00:08:57,280","Ja, da je skupina Joker Out, priljubljena pri najstnikih, je pa že jasno.","Yes, it's clear that Joker Out is popular among teenagers."
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:08:57,910","00:09:03,557","Nič manj pa nad njihovo glasbo nista navdušena 5-letna Frida in 7-letni Edvard,","And are no less fascinated by their music also 5-year-old Frida and 7-year-old Edvard,"
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:09:03,557","00:09:08,000",ki sta pred nekaj dnevi s pomočjo očka na facebooku objavila tale posnetek.,who posted this clip on Facebook a few days ago with the help of their dad.
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:09:09,780","00:09:14,880","Našla se bo tam, kjer se mavrica konča.","Našla se bo tam, kjer se mavrica konča."
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:09:14,880","00:09:20,700","Kjer so biseri v školjkah, ne pa na ogrlicah.","Kjer so biseri v školjkah, ne pa na ogrlicah."
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:09:24,760","00:09:25,499",Evo.,Look.
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:09:25,499","00:09:28,260","Ooo. - Bravo. - Živjo, živjo.","Oh!. - Good job. Hi. - Hello, hello."
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:09:28,680","00:09:30,851","Živjo, Edvard.","Hello, Edvard."
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:09:30,851","00:09:33,563","Živjo, Frida. - Čao, čao, Frida.","Hi, Frida. - Hello, hello, Frida."
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:09:33,861","00:09:34,570",Se bosta čičala?,Will you sit down?
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:09:34,570","00:09:36,043",Tako. - Kaj si nama to prinesel?,Here. - What have you brought us?
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:09:36,043","00:09:37,993",To je za vas. - To je za nas? - Ja.,That's for you. - This is for us? - Yes.
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:09:37,993","00:09:40,305","Kaj pa je notri? - O, hvala, lepa.","What's inside? - Oh, thank you very much."
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:09:40,305","00:09:42,727","Zobne ščetke smo dobili. - O, hvala, super.","We got toothbrushes. - Oh, thank you, great."
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:09:42,727","00:09:47,430","To pa veš kaj, to pa vedno rabimo zaradi tega, ker hodimo po koncertih in potem ko prespimo, nimamo zobnih ščetk.","You know what, we always need these because we go to concerts and then when we sleep we don't have toothbrushes."
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:09:48,000","00:09:50,289","Potem si ne moremo zob umit,","Then we can't brush our teeth,"
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:09:50,289","00:09:51,800","tako da, hvala lepa. - Prosim.","so yes, thank you very much. - You are welcome."
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:09:51,890","00:09:52,680",Hvala lepa.,Thank you very much.
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:09:52,790","00:09:53,640",A se bosta čičala?,Will you sit down?
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:09:53,680","00:09:58,756","Evo, Frida in Nejc, dobrodošla, tako pogu... - Edvard.","Here you are, Frida and Nejc, welcome,... - Edvard."
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:09:58,756","00:10:01,110","Edvard, se opravičujem.","Edvard, I apologise."
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:10:01,110","00:10:04,618","Ampak tako pogumno, ne? - Pogumno, zelo.","But so brave, right? - Brave, very brave."
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:10:04,618","00:10:06,809",Pogumno sta zakorakala v naš studio.,They bravely walked into our studio.
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:10:06,809","00:10:13,775","Zdaj Bojan pa Kris sta že slišala, v bistvu, ne, kako je s temi otroškimi glasovi.","Now Bojan and Kris have heard, actually, right, how these children's voices are."
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:10:13,775","00:10:18,841","Potem se slišijo pesmi, ki jih pojejo otroci, bi si upali skupaj zdaj kaj zapet?","After hearing the children sing, would you dare to sing something together now?"
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:10:19,222","00:10:21,805","Ja, ne vem, lahko bi refrenček odpela še enkrat. - Povejta, od njiju odvisno.","Yeah, I don't know, I could sing the chorus again. - Tell us, it's up to them."
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:10:22,500","00:10:25,220","Edvard pa Frida sta sigurno za to, a ne?","Edvard and Frida are certainly up for it, aren't they?"
Jutro na planetu - Best fan from Styria,SLO,https://www.youtube.com/watch?v=ikq78KV9Q-k,"00:10:25,220","00:10:26,210",Boste eno zapeli.,"Go on, sing one."
